Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
"Dooling, Joe",04/16/2022 to 05/14/2022,C5,05/10/2022,Ax Media,,,,"800 W 47th Street, Ste 200",Kansas City,MO,64112,,2,12800.0,Radio Ads Joe Dooling for PSC 05-01-22 - 05-10-22 (30 Second Ads),PM,,,,N,,,
"Dooling, Joe",04/16/2022 to 05/14/2022,C5,05/11/2022,Daily Inter Lake ,,,,727 East Idaho ST,Kalispell,MT,59901,,2,1100.0,"# 10,000 Newspaper Inserts Vote Joe Dooling for PSC ",PM,,"10,000",,N,,,
"Dooling, Joe",03/16/2022 to 04/15/2022,C5,04/11/2022,Ax Media,,,,800 W 47th St  Ste 200 ,Kansas City,MO,64112,1244.0,2,3054.0,Radio Ads Joe Dooling for PSC 04-12-22 - 04-22-22 (30 Second Ads),PM,,,,N,,,
"Dooling, Joe",03/16/2022 to 04/15/2022,C5,04/14/2022,Anderson Broadcasting,,,,36581 N Reservoir ,Polson,MT,59860,8471.0,2,1001.0,Radio Ads Joe Dooling For PSC #143 ; 30 Second Spots,PM,,,,N,,,
"Dooling, Joe",03/16/2022 to 04/15/2022,C5,04/09/2022,Special Projects,,,,400 North California ,Helena,MT,59601,4968.0,2,493.95,bookeeping and compliance reporting,PM,,,,N,,,
"Dooling, Joe",01/01/2022 to 03/15/2022,C5,02/19/2022,Special Projects,,,,400 North California ,Helena,MT,59601,4968.0,2,1045.84,bookeeping and compliance reporting,PM,,,,,,,
"Dooling, Joe",01/01/2022 to 03/15/2022,C5,03/12/2022,Special Projects,,,,400 North California ,Helena,MT,59601,4968.0,2,885.57,bookeeping and compliance reporting,PM,,,,,,,
"Dooling, Joe",01/01/2022 to 03/15/2022,C5,02/19/2022,Special Projects,,,,400 North California ,Helena,MT,59601,4968.0,2,557.75,bookeeping and compliance reporting,PM,,,,,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/17/2022,Raise The Money,,,,PO Box 26466,Little Rock,AR,72221.0,,2,7.6,Fee for candidate contributions made through Raise the Money; 1 contribution,GN,,1 contribution,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/25/2022,Buffalo Cafe,,,,516 E 3rd St,Whitefish,MT,59937.0,,2,86.01,Breakfast meeting with campaign team to map out  plans for general election,GN,,,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,09/04/2022,Blackstar Brewpub,,,Blackstar Brewpub,2 Central Ave,Whitefish,MT,59937.0,,2,253.38,"Campaign event hosted by candidate at brewpub in Whitefish, approximately 25 attendees",GN,,,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/28/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,65.8,Fee for candidate contributions made through Act Blue; 12 contributions,GN,,12 contributions,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/29/2022,Raise The Money,,,,PO Box 26466,Little Rock,AR,72221.0,,2,1.47,Fee for candidate contributions made through Raise the Money; 1 contribution,GN,,1 contribution,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,09/04/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,54.32,Fee for candidate contributions made through Act Blue; 11 contributions,GN,,11 contributions,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,09/07/2022,US Postal Service,,,,424 Baker Ave,Whitefish,MT,59937.0,,2,120.0,Purchase of postage stamps for campaign mailings,GN,,,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,09/11/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,75.38,Fee for candidate contributions made through Act Blue; 13 contributions,GN,,13 contributions,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,09/15/2022,Ascension Grill,,,,317 Cruse Ave,Helena,MT,59601.0,,2,240.0,Purchase of refreshments for campaign event in Helena,GN,,,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,09/15/2022,Kintla Copy & Creative,,,,"503 Railway Street, Suite B",Whitefish,MT,59937.0,,2,20.0,Purchase of disclosure labels for campaign hats,GN,,,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,09/15/2022,Sendinblue,,,,1000 2nd Ave Ste 3700,Seattle,WA,98104.0,,2,37.3,Fee for one month subscription for bulk email transmissions,GN,,,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/24/2022,Pocketstone Cafe,,,Pocketstone Cafe,444 Electric Ave #1,Bigfork,MT,59911.0,,2,23.6,Lunch meeting with campaign team to map out  plans for general election,GN,,,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/30/2022,Morel Ink Holdings,,,Morel Ink Holdings,4824 NE 42nd Avenue,Portland,OR,59718.0,,2,1479.0,Purchase of 300 Repke4PSC5 campaign yard signs,GN,,300 yard signs,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/31/2022,Buffalo Cafe,,,,516 E 3rd St,Whitefish,MT,59937.0,,2,58.41,Breakfast meeting with campaign team to map out  plans for general election,GN,,,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/19/2022,Raise The Money,,,,PO Box 26466,Little Rock,AR,72221.0,,2,7.85,Fee for candidate contributions made through Raise the Money; 2 contributions,GN,,2 contributions,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/21/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,91.05,Fee for candidate contributions made through Act Blue; 18 contributions,GN,,18 contributions,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,08/22/2022,Raise The Money,,,,PO Box 26466,Little Rock,AR,72221.0,,2,5.15,Fee for candidate contributions made through Raise the Money; 1 contribution,GN,,1 contribution,,N,,,
"Repke, John  L",08/16/2022 to 09/15/2022,C5,09/13/2022,Insty Prints,,,,131 Main St.,Kalispell,MT,59901.0,,2,243.67,Purchase of thank you notes and envelopes,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/10/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,15.93,Fee to Act Blue for processing campaign contribution (5 contributions),GN,,5 contributions,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/12/2022,Buffalo Cafe,,,,516 E 3rd St,Whitefish,MT,59937.0,,2,53.78,Breakfast meeting to discuss campaign strategy,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/01/2022,Pin and Cue Restaurant,,,,6570 US Highway 93 South,Whitefish,MT,59937.0,,2,52.0,Lunch with campaigning experts to map out campaign plans for general election,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,06/30/2022,Buffalo Cafe,,,,516 E 3rd St,Whitefish,MT,59937.0,,2,57.9,Breakfast with campaigning experts to map out campaign plans for general election,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,06/26/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,3.95,Fee for candidate contributions made through Act Blue; 1 contribution,GN,,1 contribution,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/24/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,48.4,Fee for candidate contributions made through Act Blue; 8 contributions,GN,,8 contributions,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/25/2022,Montana Chamber Foundation,,,,PO Box 1162,Helena,MT,59624.0,,2,100.0,Attend Chamber Foundation Governor's Cup reception/dinner for campaign purposes,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/02/2022,City of Helena,,,City of Helena,225 S Cruse St,Helena,MT,59601.0,,2,1.5,Parking fee while conducting campaign activities,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/27/2022,Raise The Money,,,,PO Box 26466,Little Rock,AR,72221.0,,2,5.15,"Fee to collect campaign contributions through Raise the Money, 1 contribution",GN,,1 contribution,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/05/2022,Buffalo Cafe,,,,516 E 3rd St,Whitefish,MT,59937.0,,2,72.26,Breakfast with campaigning experts to map out campaign strategy,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/05/2022,Ten Mile Creek Brewery,,,,48 North Last Chance Gulch,Helena,MT,59601.0,,2,19.0,Meeting with election experts to discuss campaign strategy,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/05/2022,Pin and Cue Restaurant,,,,6570 US Highway 93 South,Whitefish,MT,59937.0,,2,36.0,Lunch with campaigning experts to map out campaign plans for general election,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/07/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,72.11,Fee for candidate contributions made through Act Blue; 13 contributions,GN,,13 contributions,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,06/30/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,0.99,Fee for candidate contributions made through Act Blue; 1 contribution,GN,,1 contribution,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/25/2022,Montana Chamber Foundation,,,,PO Box 1162,Helena,MT,59624.0,,2,40.0,Attend Chamber Foundation Mid-year economic update luncheon for campaign purposes,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/26/2022,Huck's Place,,,Huck's Place,217 Central Ave,Whitefish,MT,59937.0,,2,27.54,Breakfast meeting to discuss campaign strategy,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/28/2022,Buffalo Cafe,,,,516 E 3rd St,Whitefish,MT,59937.0,,2,35.87,Breakfast meeting to discuss campaign strategy,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/27/2022,Montana Coffee Traders,,,,110 Central Avenue,Whitefish,MT,59937.0,,2,8.99,Morning meeting to discuss campaign strategy,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/01/2022,City of Helena,,,City of Helena,225 S Cruse St,Helena,MT,59601.0,,2,2.0,Parking fee while conducting campaign activities,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/08/2022,VideoTech MT,,,VideoTech MT,1069 Creekwood Dr,Whitefish,MT,59937.0,,2,500.0,"Consulting Fee to design and produce 1,000 campaign coasters and to update website",GN,,"1,000 campaign coasters, 3 hours consulting",,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/18/2022,Prosperi Community Consulting Group,,,,PO Box 7372,Missoula,MT,59807.0,,2,180.0,Fee to produce 250 literature cards,GN,,250 campaign lit cards,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/21/2022,Buffalo Cafe,,,,516 E 3rd St,Whitefish,MT,59937.0,,2,40.48,Breakfast meeting to discuss campaign strategy,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/21/2022,Tamarack Ale House,,,Tamarack Ale House,105 Blacktail Rd Suite #1,Lakeside,MT,59922.0,,2,33.9,Lunch meeting with campaign experts to discuss strategy,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/17/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,126.41,Fee for candidate contributions made through Act Blue; 12 contributions,GN,,12 contributions,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/11/2022,US Postal Service,,,,424 Baker Ave,Whitefish,MT,59937.0,,2,416.0,Purchase of 500 first class stamps ($300) plus renewal of PO Box $116,GN,,500 stamps,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/12/2022,Insty Prints,,,,131 Main St.,Kalispell,MT,59901.0,,2,120.73,Purchase of 250 business cards plus 100 post card invites to a fundraiser,GN,,"250 business cards, 100 post cards",,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/15/2022,US Postal Service,,,,424 Baker Ave,Whitefish,MT,59937.0,,2,44.0,Purchase of 100 postcard stamps,GN,,100 postcard stamps,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/15/2022,Insty Prints,,,,131 Main St.,Kalispell,MT,59901.0,,2,332.73,Purchase of 300 thank you cards with envelopes,GN,,300 thank you cards,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/14/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,120.81,Fee for candidate contributions made through Act Blue; 17 contributions,GN,,17 contributions,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/31/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2,78.04,Fee for candidate contributions made through Act Blue; 12 contributions,GN,,,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,08/10/2022,Kintla Copy & Creative,,,,"503 Railway Street, Suite B",Whitefish,MT,59937.0,,2,402.9,Purchase of 400 fundraising letters plus mailing labels,GN,,400 ,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/06/2022,The Engraver,,,,1200 Windmill Drive Suite D,Columbia Falls,MT,59912.0,,2,33.0,Fee to engrave name official campaign name badges (3 each),GN,,3 engraved badges,,N,,,
"Repke, John  L",06/16/2022 to 08/15/2022,C5,07/08/2022,Raise The Money,,,,PO Box 26466,Little Rock,AR,72221.0,,2,19.85,Fee to collect campaign contributions,GN,,1 contribution,,N,,,
"Repke, John  L",06/04/2022 to 06/06/2022,C7E,06/06/22,Prosperi Community Consulting Group,,,,PO Box 7372,Missoula,MT,59807.0,,All Other Expenditures,3480.22,"Campaign services - mailing lists, campaign skills training, fundraising plan development, field, printing program design, campaign plan preparation.",Primary,,,,,,,
"Repke, John  L",06/04/2022 to 06/06/2022,C7E,06/06/22,Stumptown Stitch,,,,704C E 13th St #594,Whitefish,MT,59937.0,,All Other Expenditures,384.0,"Campaign Baseball Caps, 48 each ",Primary,,,,,,48 caps,
"Repke, John  L",06/03/2022 to 06/05/2022,C7E,06/03/22,Prosperi Community Consulting Group,,,,PO Box 7372,Missoula,MT,59807.0,,All Other Expenditures,10513.81,"Campaign services - mailing lists, campaign skills training, fundraising plan development, field, printing program design, campaign plan preparation.",Primary,,,,,,,
"Repke, John  L",06/01/2022 to 06/04/2022,C7E,06/04/22,Izaak Walton Inn,,,,290 Izaak Walton Inn Rd,Essex,MT,59916.0,,All Other Expenditures,158.07,Hotel for 1 night following campaign event in Choteau,Primary,,,,,,,
"Repke, John  L",06/01/2022 to 06/04/2022,C7E,06/04/22,Jack Dykstra Fine Arts,,,,Unknown,Whitefish,MT,59937.0,,All Other Expenditures,164.75,Purchase of 100 greeting cards for campaign purposes,Primary,,,,,,100 cards,
"Repke, John  L",06/01/2022 to 06/04/2022,C7E,06/03/22,The Sanders,,,,328 N Ewing,Helena,MT,59601.0,,All Other Expenditures,223.6,Hotel for 2 nights while campaigning in Helena,Primary,,,,,,,
"Repke, John  L",06/01/2022 to 06/04/2022,C7E,06/01/22,VideoTech MT,,,,1069 Creekwood Dr,Whitefish,MT,59937.0,,All Other Expenditures,1462.5,"Fee for Logo design, website setup and build for campaign",Primary,,,,,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,05/17/2022,Rock Hard Hardware,,,Rock Hard Hardware,2414 N Montana Ave,Helena,MT,59601.0,,2.0,17.58,Purchase of zip ties to aid in hanging signs,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,05/29/2022,Act Blue,,,,366 Summer St,Somerville,MA,2144.0,,2.0,61.28,Fee for candidate contributions made through Act Blue; 21 contributions,PM,,21 contributions,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/06/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,1464.9,"Fee for texts for campaign purposes, 24,415 texts @ $.06 (not billed until 6/15/2022)",PM,,"24,415 texts @ $.06",,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,05/23/2022,US Postal Service,,,,424 Baker Ave,Whitefish,MT,59937.0,,2.0,9.25,Purchase of Postage to mail yard signs to Choteau,,,,,,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,,PM,,,,N,,,,,,,,,,,,,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,05/25/2022,Lake City Bakery and Eatery,,,Lake City Bakery and Eatery,49493 US-93,Polson,MT,59860.0,,2.0,17.94,Purchase of snacks for a fundraiser,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,05/29/2022,Westside Grocery,,,,145 2nd St,Whitefish,MT,59937.0,,2.0,47.08,Purchase of drinks and snacks for a fundraiser,,,,,,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,,PM,,,,N,,,,,,,,,,,,,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/02/2022,City of Helena,,,City of Helena,225 S Cruse St,Helena,MT,59601.0,,2.0,2.75,Parking fee while attending campaign fundraiser,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/06/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2.0,0.99,Fee for candidate contributions made through Act Blue; 1 contribution,PM,,1 contribution,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/01/2022,VideoTech MT,,,VideoTech MT,1069 Creekwood Dr,Whitefish,MT,59937.0,,2.0,1462.5,"Fee for Logo design, website setup and build for campaign",PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/04/2022,Jack Dykstra Fine Arts,,,Jack Dykstra Fine Arts,Unknown,Whitefish,MT,59937.0,,2.0,164.75,Purchase of 100 greeting cards for campaign purposes,PM,,100 cards,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/04/2022,Izaak Walton Inn,,,Izaak Walton Inn,290 Izaak Walton Inn Rd,Essex,MT,59916.0,,2.0,158.07,Hotel for 1 night following campaign event in Choteau,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/03/2022,The Sanders,,,,,,,,,2.0,223.6,Hotel for 2 nights while campaigning in Helena,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/01/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,3883.0,Fee for Printing and Mailing Campaign Cards,PM,,"17,500",,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/01/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,2920.41,"Fee for mailing 4,607 campaign fundraising letters",PM,,"4,607 letters",,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/01/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,100.0,"Fee to email fundraising letter, flat rate",PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/01/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,2675.22,"Fee for campaign texts, 44,587 @ $.06",PM,,"44,587 texts @ $0.06",,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/15/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,300.0,"Fee for campaign services, labor 5 hours @ $60",GN,,5 hours @ $60,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/05/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,100.0,"Fee to email fundraising letter, flat rate (not billed until 6/15/2022)",PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/07/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2.0,55.0,Donation to Cora Neumann campaign for MT Congressional Representative,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/02/2022,Blackfoot Brewing Company,,,Blackfoot Brewing Company,66 S Park Ave,Helena,MT,59601.0,,2.0,57.5,Purchase of beer for a fundraiser,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/02/2022,Hawthorne Bottle Shop,,,Hawthorne Bottle Shop,46 N Last Chance Gulch,Helena,MT,59601.0,,2.0,41.0,Purchase of wine for a fundraiser,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/05/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2.0,21.94,Fee for candidate contributions made through Act Blue; 7 contributions,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/01/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,705.0,"Fee for campaign services, labor 11.75 hours @ $60",PM,,11.75 @ $60,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/06/2022,Stumptown Stitch,,,Stumptown Stitch,704C E 13th St #594,Whitefish,MT,59937.0,,2.0,384.0,"Campaign Baseball Caps, 48 each ",PM,,48 caps,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,05/16/2022,Advanced Litho Printing,,,,1702 Rankin,Missoula,MT,59808.0,,2.0,4610.18,"Postage for 17,500 campaign cards",PM,,"17,500",,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/03/2022,Birds and Beasleys,,,,2 S Last Chance Gulch,Helena,MT,59601.0,,2.0,15.4,Purchase of 21 postcards and 21 postage stamps for campaign purposes,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/15/2022,Glacier Bank,,,Glacier Bank,202 South Main Street,Kalispell,MT,59901.0,,2.0,3062.81,Transfer of Primary funds to General Funds,PM,,,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/13/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2.0,0.99,"Fee for candidate contributions made through Act Blue, 1 contribution",GN,,1 contribution,,N,,,
"Repke, John  L",05/17/2022 to 06/15/2022,C5,06/12/2022,ACT Blue Montana,,,,PO Box 441146,Somerville,MA,2144.0,,2.0,37.65,Fee for candidate contributions made through Act Blue; 5 contributions,GN,,5 contributions,,N,,,
"Repke, John  L",05/15/2022 to 05/16/2022,C7E,05/16/22,Advanced Litho Printing,,,,1702 Rankin,Missoula,MT,59808.0,,All Other Expenditures,4610.18,"Postage for 17,500 campaign cards",Primary,,,,,,"17,500",
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/05/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,305.8,Fee for 500 envelopes for campaign mailings,PM,,500 campaign envelopes,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/05/2022,Prosperi Community Consulting Group,,,,PO Box 7372,Missoula,MT,59807.0,,2.0,760.1,"Fee for 7,000 remit envelopes for campaign fundraising",PM,,"7,000 remits",,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/05/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,95.0,Fee for Address Match (The Techxorcist),PM,,,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/05/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,95.0,Fee for Campaign Verify (Text Request) ,PM,,,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,04/25/2022,Insty prints ,,,,131 Main Street,Kalispell,MT,59901.0,,2.0,57.0,"Purchase of 1,000 campaign cards for campaign purposes",,,,,,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,,PM,,"1,000",,N,,,,,,,,,,,,,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,04/19/2022,Allegra Marketing,,,,40 West Lawrence St.,Helena,MT,59601.0,,2.0,52.0,Purchase of 50 flyers and 50 copies of endorsement letters for campaign purposes,PM,,50 flyers and 50 copies,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/04/2022,US Postal Service,,,,424 Baker Ave,Whitefish,MT,59937.0,,2.0,66.0,Purchase of 120 stamps for mailing campaign letters and cards,PM,,120 first class postage stamps,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/11/2022,Fairfield by Marriott Helena,,,Fairfield by Marriott Helena,2150 11th Avenue,Helena,MT,59601.0,,2.0,267.52,Hotel for 2 night while in Helena conducting campaign activities 5/9-19/2022,PM,,,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,04/20/2022,Fairfield by Marriott Helena,,,Fairfield by Marriott Helena,2150 11th Avenue,Helena,MT,59601.0,,2.0,147.8,Hotel for 1 night while in Helena conducting campaign activities 4/19/2022,PM,,,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/14/2022,Act Blue,,,,366 Summer St,Somerville,MA,2144.0,,2.0,131.38,Fee for candidate contributions made through Act Blue; 20 contributions,PM,,20 contributions,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,04/29/2022,Choteau Acantha,,,,216 1st Ave NW,Choteau,MT,59422.0,,2.0,27.75,Purchase of newspaper subscription for 26 weeks to keep informed of Choteau news for campaign purposes,PM,,26 weeks,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/05/2022,Prosperi Community Consulting Group,,,,PO Box 7372,Missoula,MT,59807.0,,2.0,2130.0,"Fee for labor to provide campaign services, 35.5 hours @ $60",PM,,35.5 hours @ $60,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,05/05/2022,Prosperi Community Consulting Group,,,,660 South Johnson Street,Missoula,MT,59801.0,,2.0,324.5,Fee for 500 campaign letterhead,PM,,500 letterhead,,N,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,04/26/2022,,,,Montana Democratic Party,PO Box 802,Helena,MT,59624.0,,2.0,170.0,Donation to MT Democratic Party for VAN access,,,,,,,,
"Repke, John  L",04/16/2022 to 05/14/2022,C5,,PM,,,,N,,,,,,,,,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,03/25/2022,DoubleTree Helena,,,DoubleTree Hotel,22 N Last Chance Gulch,Helena,MT,59601.0,,2.0,348.97,Hotel stay for 2 nights (3/23-24/2022) while participating in campaign activities in Helena,PM,,,,N,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,04/15/2022,Act Blue,,,,366 Summer St,Somerville,MA,2144.0,,2.0,67.16,"Fee for candidate contributions made through Act Blue; 11 contributions, total $1,700, 3.95% fee",,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,,PM,,,,N,,,,,,,,,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,04/14/2022,,Michael,,Barham,429 E Marina Crest Ln,Whitefish,MT,59937.0,,2.0,375.0,"Refund of Donation (amount $375) made on Apr 2, 2022",PM,,,,N,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,04/06/2022,Prosperi Community Consulting Group,,,,PO Box 7372,Missoula,MT,59807.0,,2.0,570.0,"Fee for Political Consulting for support to candidate, 9.5 hours @ $60",,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,,PM,,,,N,,,,,,,,,,,,,,,
