Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/03/2022,Great Falls Park and Rec,,,,801 2nd Ave N,Great Falls,MT,59401,,2,35.0,Rental space for Summer campaign kickoff,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,05/25/2022,Albertsons,,,,1414 3rd St NW,Great Falls,MT,59404,,2,62.41,Food and Drink for Campaign Meet and Greet,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,05/31/2022,Helena KOA,,,,850 Lincoln Road,Helena,MT,59602,,2,51.84,Overnight for campaign meetings in Helena. ,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,05/25/2022,MailChimp,,,,675 Ponce de Leon Ave Nort,Atlanta,GA,30308,,2,17.0,email program,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/14/2022,Target,,,,2000 10th Ave S,Great Falls,MT,59405,,2,57.93,"Thank you notes, clipboards, pens, paper and other office supplies",PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/07/2022,The Sash Company,,,,1164 Monte Vista Ave # 8,Upland,CA,91786,,2,73.99,Sash for public events,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/02/2022,Billings Times Printing,,,,2919 Montana Avenue ,Billings,MT,59101,,2,700.0,Yard signs,PM,,200.0,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/03/2022,City Brew ,,,,1816 3rd St NW,Great Falls,MT,59404,,2,8.86,Coffee with Volunteer canvssing,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/03/2022,Google LLC,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,2,36.0,email program,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/07/2022,actblue,,,,PO box 44146,Somerville,MA,2144,,2,29.11,Fee for 14 donors,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/15/2022,acbtlue,,,,PO Box 441146,Somerville,MA,2144,,2,9.98,Fee for 3 donations,GN,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/13/2022,Staples,,,,207 NW Bypass,Great Falls,MT,59404,,2,25.62,Binders ,GN,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/12/2022,Target,,,,2000 10th Ave S,Great Falls,MT,59405,,2,34.07,Campaign materials,GN,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/12/2022,Stageline,,,,2013 8th St NE,Great Falls,MT,59401,,2,31.0,Dinner for campaign team meeting,GN,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,05/22/2022,Albertsons,,,,1414 3rd St NW,Great Falls,MT,59404,,2,26.91,STAMPS  for Thank you Cards,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,05/16/2022,City Brew Coffee,,,,1816 3rd St NW,Great Falls,MT,59404,,2,11.0,Coffee with Volunteer canvssing,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,05/24/2022,Walmart,,,,701 Smelter Ave NE,Great Falls,MT,59404,,2,14.9,"Campaign Supplies, Poster board, makers, pencils",PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,06/07/2022,Albertsons,,,,1414 3rd St NW,Great Falls,MT,59404,,2,30.9,Food and Drink for Primary night event,PM,,,,N,,,
"Graham, Lela  A",05/15/2022 to 06/15/2022,C5,05/31/2022,Columbus Center,,,,1601 2nd Ave N #108,Great Falls,MT,59401,,2,25.0,Rental space for meet and greet,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/12/2022,Taco del Mar,,,,1601 Market Place,Great Falls,MT,59404,,2,20.0,FOOD FOR  volunteers,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/13/2022,Halftime Bar,,,,1101 NW Bypass,Great Falls,MT,59404,,2,23.5,Campaign team dinner,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/27/2022,Steinhaus,,,,711 1st Avenue North,Great Falls,MT,59041,,2,24.0,Meeting with Great Falls Democratic leaders,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/10/2022,Florence Coffee,,,,1325 3rd Street ,Great Falls,MT,59404,,2,11.75,Coffee for door knocking volunteers,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/13/2022,Sam's Club,,,,401 NW Bypass,Great Falls,MT,59404,,2,19.54,Water bottles ans snacks for door knocking volunteers,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/18/2022,Chilis ,,,,5757 Wayne Newton Blvd,Las Vegas,NV,89101,,2,32.25,Food for meeting with campaign team,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/18/2022,Wasatch ,,,,Salt Lake City International Airport,Salt Lake City,UT,84116,,2,28.38,Food with campaign team,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/09/2022,City Brew Coffee,,,,1816 3rd St NW,Great Falls,MT,59404,,2,5.55,coffee for meeting with supporter,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/04/2022,Target,,,,2000 10th Avenue South,Great Falls,MT,59405,,2,15.0,Campaign Office Supplies,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/05/2022,Florence Coffee,,,,617 Smelter Ave,Great Falls,MT,59404,,2,6.5,Coffee before door knocking with volunteer,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/22/2022,Celtic Cowboy,,,,116 1st Avenue South,Great Falls,MT,59401,,2,20.0,Lunch with Democratic Cmte members about CCDC Candidate Appreciation Event,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/24/2022,Albertsons,,,,1414 3rd St NW,Great Falls,MT,59401,,2,23.71,Water and Snacks for Door knocking volunteers,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/26/2022,Wheels of Thunder,,,,1609 12th Ave N,Great Falls,MT,59401,,2,10.0,Rollerskating costs for Women Legislative Candidate Event,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/14/2022,Masters Creative LLC,,,,2519 Outer Cape St. Apt. 208,Orange City,FL,32763,,2,175.0,Campaign consultant,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/03/2022,Pizza Hut,,,,1819 3rd St NW,Great Falls,MT,54404,,2,37.93,Food for campaign team meeting,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/06/2022,Fire Artisan,,,,107 5th St North,Great Falls,MT,59404,,2,19.0,Lunch for meeting with Nick Henry and Tom Jacobson,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/14/2022,ActBlue,,,,PO Bix 44116,Somerville,MA,2144,,2,55.66,Charge to use actblue during this reporting period. ,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/21/2022,Target,,,,2000 10th Avenue South ,Great Falls,MT,59405,,2,21.96,"Campaign Supplies, Thank you notes. ",PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/28/2022,Taco Treat ,,,,1700 3rd NW ,Great Falls,MT,59404,,2,10.0,Food for door knocking ,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/02/2022,Canva,,,,2140 S Dupont Highway ,Camden,DE,19934,,2,12.99,Multi-media websit,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/18/2022,Exxon Mobile,,,,7985 Hwy 20 ,Missoula,MT,59801,,2,55.26,"Gas from Missoula to Great Falls, 164 miles. Returning from Las Vegas for campaign team meeting. ",PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/16/2022,Mandalay Bay,,,,3900 Las Vegas Blvd,Las Vegas,NV,89101,,2,70.0,Dinner with Campaign supporters,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/17/2022,Harry Reid Airport,,,,5757 Wayne Newton Blvd,Las Vegas,NV,89101,,2,47.0,Airline travel costs,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/05/2022,Celtic Cowboy,,,,116 1st Avenue South,Great Falls,MT,59404,,2,19.0,Meeting for planning Candidate Appreciate Event ,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,04/30/2022,Buffalo Wind Wings,,,,117 Northwest Bypass,Great Falls,MT,59404,,2,59.53,FUNDRAISING FOOD,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/05/2022,Albertsons,,,,1414 3rd St NW ,Great Falls,MT,59404,,2,34.2,Stamps and Snacks and water for door knocking,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/14/2022,Verizon,,,,899 Heathrow Park Lane ,Lake Mary,FL,32746,,2,108.64,Cell phone and hotspot for campaign treasurer,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/02/2022,Google Suite,,,,1600 Amphitreatre Parkway,Mountain View,CA,94039,,2,36.0,Campaign email program,PM,,,,N,,,
"Graham, Lela  A",04/16/2022 to 05/14/2022,C5,05/18/2022,Crafted,,,,5757 Wayne Newton Blvd,Las Vegas,NV,89101,,2,37.32,Food for campaign team,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/17/2022,Sam's Club,,,,401 NW Bypass,Great Falls,MT,59404,,2,24.79,Gas for literature delivery to volunteers. ,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/20/2022,Quality Inn,,,,1330 US Highway,Kalispell,MT,59901,,2,90.78,Hotel stay for Campaign Event,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/21/2022,Panera,,,,7700 eastport parkway,Kalispell,MT,59901,,2,16.08,Lunch with campaign staffer,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/27/2022,MailChimp,,,,675 Ponce De Leon,Atlanta ,GA,30308,,2,17.0,Mail program,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/25/2022,Expedia,,,,1111 Expedia Group Way West,Seattle,WA,98119,,2,51.27,Flight insurance for Flight for Las Vegas for political fundraiser,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/21/2022,Florence Coffee,,,,334 N 3rd St. W,Great Falls,MT,59404,,2,12.0,Coffee with supporter,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/21/2022,Subway,,,,1601 Fox Farm Road,Great Falls,MT,59404,,2,11.59,Lunch with Campaign helpers,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/11/2022,Sam's Club,,,,401 NW Bypass,Great Falls,MT,59404,,2,17.29,"Gas for yard sign, literature delivery throughout  my district",PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/15/2022,United Airlines,,,, 233 S Wacker Dr,Chicago,IL,60606,,2,35.0,Luggage costs,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/30/2022,Taco Johns,,,,825 Nw Bypass,Great Falls,MT,59404,,2,17.76,Dinner after door knocking,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/21/2022,Curtiss Service Center,,,,12742 hwy 200,Simms,MT,59447,,2,4.53,Mainteance for car for trip to Kalispell,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/20/2022,Target ,,,,N Reserve St,Missoula,AL,59808,,2,68.04,Campaign supplies for campaign staffer. Office supplies,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/02/2022,Canva,,,,2140 South Dupont Hwy,Camden,DE,19934,,2,12.99,Campaign design expense,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/02/2022,Google GSuite,,,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,,2,41.8,Campaign email account,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/05/2022,Walmart SuperCenter,,,,701 Smelter Ave NE ,Great Falls,MT,59404,,2,254.48,"Office Supplies, Campaign Printer, clipboards, paper and pens",PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/21/2022,ExxonMobil,,,,52001 Highway 93,Pablo,MT,5985534,,2,34.99,Gas from Kalispell to Missoula,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/21/2022,Wal-Mart,,,,4000 HWY 93,Missoula,MT,59808,,2,13.82,Office supplies,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/22/2022,Albertsons,,,,1414 3rd st nw,Great Falls,MT,59404,,2,2.96,Water for door knocking,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/26/2022,United Airlines,,,,233 S. Wacker Drive ,Chicago,IL,60606,,2,22.0,Flight fees for flight to Las Vegas,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/24/2022,Barnes and Noble,,,,1601 Marketplace,Great Falls,MT,59404,,2,4.94,Coffee with supporter,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/28/2022,Taco Treats,,,,1700 3rd St NW ,Great Falls,MT,59404,,2,32.25,Food for volunteers,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/28/2022,City Brew,,,,1816 3rd st nw ,great falls,MT,59404,,2,9.0,"Coffee for ""Meet the Candidate""",PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/28/2022,Albertsons,,,,1414 3rd St NW,Great Falls,MT,59404,,2,24.21,STAMPS 1 roll for postcards,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/10/2022,Taco Del Sol,,,,6th Street S ,Great Falls,MT,59402,,2,20.75,Meeting with other Candidate,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/06/2022,Staples,,,,207 NW Bypass,Great Falls,MT,59404,,2,40.27,Big District Maps,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/14/2022,Walgreens,,,,3339 Las Vegas Blvd,Las Vegas,NV,89109,,2,15.64,Water and Pop,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/14/2022,China Buffet Missoula,,,,1910 Brooks Street,Missoula,MT,59808,,2,26.98,Dinner with Campaign Team,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/15/2022,Encore Cafe,,,,3131 Las Vegas Blvd,Las Vegas,NV,89101,,2,27.04,Breakfast for Fundraisers,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/19/2022,Masters Creative Branding,,,,2519 Outer Cape St. Apt. 208,Orange City,FL,32763,,2,445.0,CONSULTING/campaign duties,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/19/2022,Mackenzie River Pizza,,,,500 River Drive ,Great Falls,MT,59404,,2,47.5,Dinner with Campaign Team,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,04/15/2022,Encore ,,,,3131 Las Vegas Blvd ,Las Vegas,NV,89101,,2,121.16,Hotel cost for fundraiser,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/18/2022,Target ,,,,2420 N Reserve Street,Missoula,MT,59808,,2,45.57,Campaign supplies for campaign staffer. Office supplies,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/18/2022,Fast Car Wash,,,,1620 6th Street Northeast ,Great Falls,MT,59404,,2,15.0,car wash for parade,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/20/2022,Cenex Mountain ,,,,525 Main Street ,Lincoln,MT,59639,,2,23.75,"Snacks, Coffee and Lunch for the campaign staffer. ",PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/20/2022,Albertsons (Starbucks),,,,900 W Idaho St,Kalispell,MT,59901,,2,12.1,Coffee with Campaign supporter,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/20/2022,Conoco ,,,,923 N Orange Street ,Missoula,MT,59401,,2,22.44,Gas from Missoula after event with campaign staffers. ,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/22/2022,Liquid Planet,,,,2335 Brooks Street,Missoula,MT,59808,,2,12.0,Coffee with a potential donor,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/20/2022,5 Guys ,,,,2415 US Highway 93 N,Kalispell,MT,59901,,2,23.57,Dinner with Campaign Staffer ,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/21/2022,Florence Coffee,,,,1325 3rd Street,Great Falls,MT,59404,,2,6.0,Coffee with supporter,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/25/2022,Staples,,,,207 NW Bypass,Great Falls,MT,59404,,2,29.75,Printer cartridge,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/26/2022,Sam's Club,,,,401 NW Bypass,Great Falls,MT,59404,,2,25.01,Food for volunteers after door knocking,PM,,,,N,,,
"Graham, Lela  A",03/16/2022 to 04/15/2022,C5,03/26/2022,United Airlines,,,,233 S. Wacker Drive,Chicago,IL,60606,,2,707.2,Flight to Las Vegas for political fundraiser,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/13/2022,Northwest Bypass TownPump,,,,505 NW Bypass,Great Falls,MT,59404,,2,22.14,Gas to go to Fairfield to meet with Treasurer. 75 miles round trip,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/14/2022,Florence Coffee,,,,1325 3rd St. NW,Great Falls,MT,59404,,2,12.0,Coffee before door knocking,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/15/2022,Exxon Mobil,,,,7985 MT-200,Milltown,MT,59581,,2,30.21,Gas for Traveling to Missoula for fundraiser 170 miles round trip,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/19/2022,City Brew Coffee,,,,1816 3rd St NW,Great Falls,MT,59404,,2,6.25,Coffee before door knocking with volunteer,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/25/2022,Montana Democratic Party ,,,, 303 N Ewing St,Helena,MT,59601,,2,100.0,Mansfield Metcalf Meet and Greet with Senator Warner,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/25/2022,The Billings Times,,,,2919 Montana Ave,Billings,MT,59101,,2,565.28,"Campaign literature, Door hangers ",PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/26/2022,Montana Democratic Party,,,, 303 N Ewing St,Helena,MT,59601,,2,41.5,Mansfield Metcalf After Party,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,03/02/2022,Google LLC Suites,,,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,,2,48.0,email services March,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,03/08/2022,La Quinta Inn and Suites Helena,,,,701 Washiington St. ,Helena,MT,59601,,2,321.3,Hotel for Mansfield Metcalf Weekend,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/27/2022,Smith's Groceries,,,,1601 Market Pl Dr,Great Falls,MT,59404,,2,8.99,Campaign treats for Meeting,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/15/2022,Masters Creative Branding,,,,2519 Outer Cape St. Apt 208,Orange city,FL,32763,,2,175.0,"CONSULTANT WORK, Website management, social media consulting",PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/19/2022,,Amanda,,Beltz,1306 Oak St,Elko,NV,89801,,2,175.0,"CONSULTING, campaign images, database management",PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,03/09/2022,Bert and Ernie's,,,,361 N Last Chance Gulch,Helena,MT,59601,,2,52.75,Dinner on Friday night at Bert and Ernie's ,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/01/2022,Florence Coffee ,,,,1325 3rd St. N.W.,Great Falls,MT,59404,,2,15.0,Coffee with Campaign Treasurer,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/14/2022,Montana Sec of State ,,,,1301 E 6th Ave,Helena,MT,59601,,2,15.0,Campaign Candidate Filing Fee,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/05/2022,Albertsons ,,,,1414 3rd St NW,Great Falls,MT,59404,,2,23.2,STAMPS FOR MAILING - Thank you's - Letters of Introduction,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/01/2022,City Brew Coffee,,,,816 3rd St NW,Great Falls,MT,59404,,2,8.2,Coffee for meeting with campaign volunteer,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/04/2022,Great Falls Parking Ramp,,,,17th 4th St. N ,Great Falls,MT,59401,,2,2.0,parking for meetings,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,03/06/2022,ExxonMobile,,,,3161 North Sanders Street,Helena,MT,59602,,2,29.8,Gas to return from Mansfield Metcalf Dinner 160 round trip,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,03/03/2022,Sam's Club,,,,401 NW Bypass,Great Falls,MT,59404,,2,41.59,Gas to travel to Mansfield Metcalf 160 miles round trip,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/21/2022,Good Time Charlies (R&R Restaurant),,,,3801 10th Ave South,Great Falls,MT,59405,,2,35.33,Lunch meeting with Campaign Treasurer,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/01/2022,Staples,,,,207 NW Bypass,Great Falls,MT,59404,,2,121.77,Toner and paper for mailing ,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/09/2022,Montana Democratic Party,,,,303 N Ewing S,Helena,MT,59601,,2,140.0,"Mansfield Metcalf Dinner, 2 Tickets",PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/20/2022,Masters Creative Branding,,,,2519 Outer Cape St. Apt 208,Orange city,FL,32763,,2,175.0,"CONSULTANT WORK, Website management, social media consulting",PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/23/2022,AT&T,,,,202 6th St NW,Great Falls,MT,59404,,2,170.0,Campaign Internet and equipment for Treasurer,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/26/2022,Double G Engraving,,,,612 2nd Street South ,Great Falls,MT,59405,,2,98.33,CAR MAGNETS 2,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/27/2022,Mail Chimp,,,,675 Ponce De Leon Ave NE Suite 5000,Atlanta,GA,30308,,2,17.0,Email blast program,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/14/2022,Parking Ramp Great Falls,,,,17 4th St N,Great Falls,MT,59401,,2,2.0,Parking  (Downtown Great Falls),PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/04/2022,Electric City Coffee,,,,319 Central Ave,Great Falls,MT,59401,,2,5.29,Coffee purchase while meeting with supporter. ,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/28/2022,The Billings Times,,,,2919 Montana Ave ,Billings,MT,59101,,2,256.02,Campaign letterhead and envelopes (500 of each),PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/03/2022,Staples,,,,207 NW Bypass,Great Falls,MT,59404,,2,18.5,Office supplies,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,02/02/2022,Google LLC,,,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,,2,46.44,Email Service,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/21/2022,Albertsons,,,,1414 3rd St NW ,Great Falls,MT,59404,,2,27.24,Stamps for campaign mailers,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,03/01/2022,Canva Pty Ltd,,,,75 East Santa Clara Street,San Jose,CA,95113,,2,12.99,Canva ,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/14/2022,Electric City Coffee,,,,319 Central Ave,Great Falls,MT,59401,,2,5.29,Coffee with another Candidate,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/27/2022,MailChimp,,,,675 Ponce De Leon Ave NE Suite 5000,Atlanta,GA,30308,,2,17.0,Email blast program,PM,,,,N,,,
"Graham, Lela  A",01/01/2022 to 03/15/2022,C5,01/26/2022,Morning Light Coffee Roasters,,,,1701 9th Avenue South ,Great Falls,MT,59405,,2,4.9,Coffee with another Candidate,PM,,,,N,,,
"Graham, Lela  A",11/01/2021 to 12/31/2021,C5,12/01/2021,Harland Clarke ,,,,15955 La Cantera Parkway ,San Antonio,TX,78256,,2,15.1,Campaign Checks,PM,,,,N,,,
"Graham, Lela  A",11/01/2021 to 12/31/2021,C5,12/22/2021,Montana Democratic Legislative Campaign Committee,,,,PO Box 802,Helena,MT,59624,,2,50.0,Democratic Women's Event ,PM,,,,N,,,
"Graham, Lela  A",11/01/2021 to 12/31/2021,C5,12/20/2021,GMASS,,,,111 unknown online,Dayton,OH,43577,,2,19.95,mass email platform,PM,,,,N,,,
"Graham, Lela  A",11/01/2021 to 12/31/2021,C5,12/08/2021,Montana Democratic Party,,,,303 N. Ewing St. ,Helena,MT,59601,,2,170.0,Purchase of the VAN,PM,,,,N,,,
"Graham, Lela  A",11/01/2021 to 12/31/2021,C5,12/11/2021,Albertsons,,,,1414 3rd St. NW,Great Falls,MT,59404,,2,32.17,2 books of stamps,PM,,,,N,,,
"Graham, Lela  A",11/01/2021 to 12/31/2021,C5,12/08/2021,Montana Democratic Legislative Campaign Committe,,,,PO Box 802 ,Helena,MT,59624,,2,25.0,Remittance Envelopes Design,PM,,,,N,,,
"Graham, Lela  A",11/01/2021 to 12/31/2021,C5,12/20/2021,Masters Creative Branding,,,,2519 Outer Cape St. Apt 208,Orange City ,FL,32763,,2,175.0,"Media Consultant, Monthly Fee",PM,,,,N,,,
